org_dataset	id	org	org_stance	response	response_stance	label	topic
comargGM	168arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	Why should two people be denied marriage just because of their sexuality? Have people grown that shallow? I look at the Con comments and they make me sick. You are actually going to hide behind religion. Last time I checked marriage was for people who are in love not just between a man and woman. Why should a LESBIAN be miserable in a marriage just because they cant get married to the one they love. You people are promoting cheating and crumbling marriage. All you want to do is discriminate against the gays because we are what you call HAPPY, :D we love people for what is in the inside and not just what they have on the outside.  As for your infomation im happy ENGAGED to my girlfriend and we are getting married rather you close minded people like it or not. By the way, one day you guys will loose and it will be legal in the U.S. I mean its legal for gays to be in the military whats stopping the states from legalizing it. Personally not everybody believes in the Bible or any religion. So why deny people marriage just because a selected few think its immoral. Whats immoral in discrimination and thats whats you are doing	Pro	N	GM
comargGM	168arg4	It is discriminatory to refuse gay couples the right to marry	Pro	Why should two people be denied marriage just because of their sexuality? Have people grown that shallow? I look at the Con comments and they make me sick. You are actually going to hide behind religion. Last time I checked marriage was for people who are in love not just between a man and woman. Why should a LESBIAN be miserable in a marriage just because they cant get married to the one they love. You people are promoting cheating and crumbling marriage. All you want to do is discriminate against the gays because we are what you call HAPPY, :D we love people for what is in the inside and not just what they have on the outside.  As for your infomation im happy ENGAGED to my girlfriend and we are getting married rather you close minded people like it or not. By the way, one day you guys will loose and it will be legal in the U.S. I mean its legal for gays to be in the military whats stopping the states from legalizing it. Personally not everybody believes in the Bible or any religion. So why deny people marriage just because a selected few think its immoral. Whats immoral in discrimination and thats whats you are doing	Pro	S	GM
comargGM	168arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	Why should two people be denied marriage just because of their sexuality? Have people grown that shallow? I look at the Con comments and they make me sick. You are actually going to hide behind religion. Last time I checked marriage was for people who are in love not just between a man and woman. Why should a LESBIAN be miserable in a marriage just because they cant get married to the one they love. You people are promoting cheating and crumbling marriage. All you want to do is discriminate against the gays because we are what you call HAPPY, :D we love people for what is in the inside and not just what they have on the outside.  As for your infomation im happy ENGAGED to my girlfriend and we are getting married rather you close minded people like it or not. By the way, one day you guys will loose and it will be legal in the U.S. I mean its legal for gays to be in the military whats stopping the states from legalizing it. Personally not everybody believes in the Bible or any religion. So why deny people marriage just because a selected few think its immoral. Whats immoral in discrimination and thats whats you are doing	Pro	N	GM
comargGM	168arg7	Marriage should be between a man and a woman	Con	Why should two people be denied marriage just because of their sexuality? Have people grown that shallow? I look at the Con comments and they make me sick. You are actually going to hide behind religion. Last time I checked marriage was for people who are in love not just between a man and woman. Why should a LESBIAN be miserable in a marriage just because they cant get married to the one they love. You people are promoting cheating and crumbling marriage. All you want to do is discriminate against the gays because we are what you call HAPPY, :D we love people for what is in the inside and not just what they have on the outside.  As for your infomation im happy ENGAGED to my girlfriend and we are getting married rather you close minded people like it or not. By the way, one day you guys will loose and it will be legal in the U.S. I mean its legal for gays to be in the military whats stopping the states from legalizing it. Personally not everybody believes in the Bible or any religion. So why deny people marriage just because a selected few think its immoral. Whats immoral in discrimination and thats whats you are doing	Pro	A	GM
comargGM	169arg1	Gay couples can declare their union without resort to marriage	Con	Yes! Of course it should be legal! It doesn't hurt anyone at all! Why are people so against it? I want to get married to my future husband, but society is not taking too kindly to it. It doesn't affect anyone at all! All it does is make two people of the same sex happy. We are fighting to get this right to marry who we wish! Straight people take this freedom for granted, and have a high divorce rate! So, if they can be happy, why can't we be? I want to marry my fiance, but my state won't allow me to. This is not fair to me and my fiance at all! Marriage and gay marriage are the same thing! The only difference is that marriage is for a man and a woman, and gay marriage is for two men or two women. That is the only difference! People need to get over their homophobia, Bible thumping ways of thinking and allow us this happiness! I don't hate straight people, but I think those who are against it should reconsider why they feel this way. Religion is a choice, sexuality is not. Get that through your heads! Thank you!	Pro	N	GM
comargGM	169arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	Yes! Of course it should be legal! It doesn't hurt anyone at all! Why are people so against it? I want to get married to my future husband, but society is not taking too kindly to it. It doesn't affect anyone at all! All it does is make two people of the same sex happy. We are fighting to get this right to marry who we wish! Straight people take this freedom for granted, and have a high divorce rate! So, if they can be happy, why can't we be? I want to marry my fiance, but my state won't allow me to. This is not fair to me and my fiance at all! Marriage and gay marriage are the same thing! The only difference is that marriage is for a man and a woman, and gay marriage is for two men or two women. That is the only difference! People need to get over their homophobia, Bible thumping ways of thinking and allow us this happiness! I don't hate straight people, but I think those who are against it should reconsider why they feel this way. Religion is a choice, sexuality is not. Get that through your heads! Thank you!	Pro	N	GM
comargGM	169arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	Yes! Of course it should be legal! It doesn't hurt anyone at all! Why are people so against it? I want to get married to my future husband, but society is not taking too kindly to it. It doesn't affect anyone at all! All it does is make two people of the same sex happy. We are fighting to get this right to marry who we wish! Straight people take this freedom for granted, and have a high divorce rate! So, if they can be happy, why can't we be? I want to marry my fiance, but my state won't allow me to. This is not fair to me and my fiance at all! Marriage and gay marriage are the same thing! The only difference is that marriage is for a man and a woman, and gay marriage is for two men or two women. That is the only difference! People need to get over their homophobia, Bible thumping ways of thinking and allow us this happiness! I don't hate straight people, but I think those who are against it should reconsider why they feel this way. Religion is a choice, sexuality is not. Get that through your heads! Thank you!	Pro	a	GM
comargGM	169arg4	It is discriminatory to refuse gay couples the right to marry	Pro	Yes! Of course it should be legal! It doesn't hurt anyone at all! Why are people so against it? I want to get married to my future husband, but society is not taking too kindly to it. It doesn't affect anyone at all! All it does is make two people of the same sex happy. We are fighting to get this right to marry who we wish! Straight people take this freedom for granted, and have a high divorce rate! So, if they can be happy, why can't we be? I want to marry my fiance, but my state won't allow me to. This is not fair to me and my fiance at all! Marriage and gay marriage are the same thing! The only difference is that marriage is for a man and a woman, and gay marriage is for two men or two women. That is the only difference! People need to get over their homophobia, Bible thumping ways of thinking and allow us this happiness! I don't hate straight people, but I think those who are against it should reconsider why they feel this way. Religion is a choice, sexuality is not. Get that through your heads! Thank you!	Pro	s	GM
comargGM	169arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	Yes! Of course it should be legal! It doesn't hurt anyone at all! Why are people so against it? I want to get married to my future husband, but society is not taking too kindly to it. It doesn't affect anyone at all! All it does is make two people of the same sex happy. We are fighting to get this right to marry who we wish! Straight people take this freedom for granted, and have a high divorce rate! So, if they can be happy, why can't we be? I want to marry my fiance, but my state won't allow me to. This is not fair to me and my fiance at all! Marriage and gay marriage are the same thing! The only difference is that marriage is for a man and a woman, and gay marriage is for two men or two women. That is the only difference! People need to get over their homophobia, Bible thumping ways of thinking and allow us this happiness! I don't hate straight people, but I think those who are against it should reconsider why they feel this way. Religion is a choice, sexuality is not. Get that through your heads! Thank you!	Pro	N	GM
comargGM	170arg1	Gay couples can declare their union without resort to marriage	Con	Yes, it should be legal everywhere because it is a violation of our basic rights as in the Declaration of Independence for Life, Liberty and the Pursuit of Happiness.  Also, gay couples do not automatically have or raise gay children as in the case of Zach Wahls in Iowa.  I am bisexual and my own children came out straight so it in no way affected them.	Pro	N	GM
comargGM	170arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	Yes, it should be legal everywhere because it is a violation of our basic rights as in the Declaration of Independence for Life, Liberty and the Pursuit of Happiness.  Also, gay couples do not automatically have or raise gay children as in the case of Zach Wahls in Iowa.  I am bisexual and my own children came out straight so it in no way affected them.	Pro	N	GM
comargGM	170arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	Yes, it should be legal everywhere because it is a violation of our basic rights as in the Declaration of Independence for Life, Liberty and the Pursuit of Happiness.  Also, gay couples do not automatically have or raise gay children as in the case of Zach Wahls in Iowa.  I am bisexual and my own children came out straight so it in no way affected them.	Pro	N	GM
comargGM	170arg4	It is discriminatory to refuse gay couples the right to marry	Pro	Yes, it should be legal everywhere because it is a violation of our basic rights as in the Declaration of Independence for Life, Liberty and the Pursuit of Happiness.  Also, gay couples do not automatically have or raise gay children as in the case of Zach Wahls in Iowa.  I am bisexual and my own children came out straight so it in no way affected them.	Pro	S	GM
comargGM	170arg5	Major world religions are against gay marriages	Con	Yes, it should be legal everywhere because it is a violation of our basic rights as in the Declaration of Independence for Life, Liberty and the Pursuit of Happiness.  Also, gay couples do not automatically have or raise gay children as in the case of Zach Wahls in Iowa.  I am bisexual and my own children came out straight so it in no way affected them.	Pro	N	GM
comargGM	170arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	Yes, it should be legal everywhere because it is a violation of our basic rights as in the Declaration of Independence for Life, Liberty and the Pursuit of Happiness.  Also, gay couples do not automatically have or raise gay children as in the case of Zach Wahls in Iowa.  I am bisexual and my own children came out straight so it in no way affected them.	Pro	N	GM
comargGM	170arg7	Marriage should be between a man and a woman	Con	Yes, it should be legal everywhere because it is a violation of our basic rights as in the Declaration of Independence for Life, Liberty and the Pursuit of Happiness.  Also, gay couples do not automatically have or raise gay children as in the case of Zach Wahls in Iowa.  I am bisexual and my own children came out straight so it in no way affected them.	Pro	A	GM
comargGM	171arg1	Gay couples can declare their union without resort to marriage	Con	Yes, very much it should be allowed. Why do we have to force people who can't comply with straight marriage to do so? To those who are against it, what if the law didn't allow it, or for the religious types, what if the bible or whatever said it is wrong for a man to be with a woman, and the way to go, was for a man to be with a man. Could you people change and/or conform to that standard? If not, why should we force LGBT people to conform to that, right? After all, I bet alot of the antis are probably that, and are either brainwashed or secretly are ashamed of who they are, such as the case with Ted Haggard. Why do we have to force someone to comply with the standards of something frivolous, and absolutely ridiculous as marriage. Marriage is marriage, whether traditional or same sex. People fall in love with who they fall in love with. Hey, you don't have to attend their weddings, and I think that is probably what is making alot of people against it. They won't invite you, so don't worry about it, Don't flatter yourselves thinking that. To the LGBT people out there, I support your right to wed.	Pro	N	GM
comargGM	171arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	Yes, very much it should be allowed. Why do we have to force people who can't comply with straight marriage to do so? To those who are against it, what if the law didn't allow it, or for the religious types, what if the bible or whatever said it is wrong for a man to be with a woman, and the way to go, was for a man to be with a man. Could you people change and/or conform to that standard? If not, why should we force LGBT people to conform to that, right? After all, I bet alot of the antis are probably that, and are either brainwashed or secretly are ashamed of who they are, such as the case with Ted Haggard. Why do we have to force someone to comply with the standards of something frivolous, and absolutely ridiculous as marriage. Marriage is marriage, whether traditional or same sex. People fall in love with who they fall in love with. Hey, you don't have to attend their weddings, and I think that is probably what is making alot of people against it. They won't invite you, so don't worry about it, Don't flatter yourselves thinking that. To the LGBT people out there, I support your right to wed.	Pro	N	GM
comargGM	171arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	Yes, very much it should be allowed. Why do we have to force people who can't comply with straight marriage to do so? To those who are against it, what if the law didn't allow it, or for the religious types, what if the bible or whatever said it is wrong for a man to be with a woman, and the way to go, was for a man to be with a man. Could you people change and/or conform to that standard? If not, why should we force LGBT people to conform to that, right? After all, I bet alot of the antis are probably that, and are either brainwashed or secretly are ashamed of who they are, such as the case with Ted Haggard. Why do we have to force someone to comply with the standards of something frivolous, and absolutely ridiculous as marriage. Marriage is marriage, whether traditional or same sex. People fall in love with who they fall in love with. Hey, you don't have to attend their weddings, and I think that is probably what is making alot of people against it. They won't invite you, so don't worry about it, Don't flatter yourselves thinking that. To the LGBT people out there, I support your right to wed.	Pro	N	GM
comargGM	171arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	Yes, very much it should be allowed. Why do we have to force people who can't comply with straight marriage to do so? To those who are against it, what if the law didn't allow it, or for the religious types, what if the bible or whatever said it is wrong for a man to be with a woman, and the way to go, was for a man to be with a man. Could you people change and/or conform to that standard? If not, why should we force LGBT people to conform to that, right? After all, I bet alot of the antis are probably that, and are either brainwashed or secretly are ashamed of who they are, such as the case with Ted Haggard. Why do we have to force someone to comply with the standards of something frivolous, and absolutely ridiculous as marriage. Marriage is marriage, whether traditional or same sex. People fall in love with who they fall in love with. Hey, you don't have to attend their weddings, and I think that is probably what is making alot of people against it. They won't invite you, so don't worry about it, Don't flatter yourselves thinking that. To the LGBT people out there, I support your right to wed.	Pro	N	GM
comargGM	171arg7	Marriage should be between a man and a woman	Con	Yes, very much it should be allowed. Why do we have to force people who can't comply with straight marriage to do so? To those who are against it, what if the law didn't allow it, or for the religious types, what if the bible or whatever said it is wrong for a man to be with a woman, and the way to go, was for a man to be with a man. Could you people change and/or conform to that standard? If not, why should we force LGBT people to conform to that, right? After all, I bet alot of the antis are probably that, and are either brainwashed or secretly are ashamed of who they are, such as the case with Ted Haggard. Why do we have to force someone to comply with the standards of something frivolous, and absolutely ridiculous as marriage. Marriage is marriage, whether traditional or same sex. People fall in love with who they fall in love with. Hey, you don't have to attend their weddings, and I think that is probably what is making alot of people against it. They won't invite you, so don't worry about it, Don't flatter yourselves thinking that. To the LGBT people out there, I support your right to wed.	Pro	A	GM
comargGM	172arg1	Gay couples can declare their union without resort to marriage	Con	You never hear about gay/lesbian couples going around, trying to ban straight marriage.  Some people need to open their eyes and realize we're not living in the stone age. Gays/lesbians are humans, too.	Pro	N	GM
comargGM	172arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	You never hear about gay/lesbian couples going around, trying to ban straight marriage.  Some people need to open their eyes and realize we're not living in the stone age. Gays/lesbians are humans, too.	Pro	N	GM
comargGM	172arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	You never hear about gay/lesbian couples going around, trying to ban straight marriage.  Some people need to open their eyes and realize we're not living in the stone age. Gays/lesbians are humans, too.	Pro	N	GM
comargGM	172arg4	It is discriminatory to refuse gay couples the right to marry	Pro	You never hear about gay/lesbian couples going around, trying to ban straight marriage.  Some people need to open their eyes and realize we're not living in the stone age. Gays/lesbians are humans, too.	Pro	s	GM
comargGM	172arg5	Major world religions are against gay marriages	Con	You never hear about gay/lesbian couples going around, trying to ban straight marriage.  Some people need to open their eyes and realize we're not living in the stone age. Gays/lesbians are humans, too.	Pro	N	GM
comargGM	172arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	You never hear about gay/lesbian couples going around, trying to ban straight marriage.  Some people need to open their eyes and realize we're not living in the stone age. Gays/lesbians are humans, too.	Pro	N	GM
comargGM	172arg7	Marriage should be between a man and a woman	Con	You never hear about gay/lesbian couples going around, trying to ban straight marriage.  Some people need to open their eyes and realize we're not living in the stone age. Gays/lesbians are humans, too.	Pro	a	GM
comargGM	173arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	You will never change people's minds about the legitimacy of homosexuality and other sexual variations. These are strict taboos , especially that of male homosexuality, and have been since time out of mind - rightly or wrongly. Most people cannot even discuss this with you because the subject is so distasteful . Marriage came about before religion. It grew and developed within religion. Most  religions do not accept - cannot accept - anything other than heterosexuality. Thousands of cartoons, insults and jibes will not force people to change their minds about these taboos. In this country we've moved at least a 500 years in the last 30 years in our consciousness because of your dogged determination. People are now sensitized to the concept of alternate sexualities and the right of all people to be happy being themselves. But marriage?  Many people cannot wrap their minds around what you are suggesting. .  I propose that ALL unions in the US be termed civil unions. A national mandate, not state by state. Any two adults should be able to unite whether for love, for, sex, for financial stability or for fun. Let the government move out of 'the marriage business.'	Con	N	GM
comargGM	173arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	You will never change people's minds about the legitimacy of homosexuality and other sexual variations. These are strict taboos , especially that of male homosexuality, and have been since time out of mind - rightly or wrongly. Most people cannot even discuss this with you because the subject is so distasteful . Marriage came about before religion. It grew and developed within religion. Most  religions do not accept - cannot accept - anything other than heterosexuality. Thousands of cartoons, insults and jibes will not force people to change their minds about these taboos. In this country we've moved at least a 500 years in the last 30 years in our consciousness because of your dogged determination. People are now sensitized to the concept of alternate sexualities and the right of all people to be happy being themselves. But marriage?  Many people cannot wrap their minds around what you are suggesting. .  I propose that ALL unions in the US be termed civil unions. A national mandate, not state by state. Any two adults should be able to unite whether for love, for, sex, for financial stability or for fun. Let the government move out of 'the marriage business.'	Con	N	GM
comargGM	173arg4	It is discriminatory to refuse gay couples the right to marry	Pro	You will never change people's minds about the legitimacy of homosexuality and other sexual variations. These are strict taboos , especially that of male homosexuality, and have been since time out of mind - rightly or wrongly. Most people cannot even discuss this with you because the subject is so distasteful . Marriage came about before religion. It grew and developed within religion. Most  religions do not accept - cannot accept - anything other than heterosexuality. Thousands of cartoons, insults and jibes will not force people to change their minds about these taboos. In this country we've moved at least a 500 years in the last 30 years in our consciousness because of your dogged determination. People are now sensitized to the concept of alternate sexualities and the right of all people to be happy being themselves. But marriage?  Many people cannot wrap their minds around what you are suggesting. .  I propose that ALL unions in the US be termed civil unions. A national mandate, not state by state. Any two adults should be able to unite whether for love, for, sex, for financial stability or for fun. Let the government move out of 'the marriage business.'	Con	N	GM
comargGM	173arg5	Major world religions are against gay marriages	Con	You will never change people's minds about the legitimacy of homosexuality and other sexual variations. These are strict taboos , especially that of male homosexuality, and have been since time out of mind - rightly or wrongly. Most people cannot even discuss this with you because the subject is so distasteful . Marriage came about before religion. It grew and developed within religion. Most  religions do not accept - cannot accept - anything other than heterosexuality. Thousands of cartoons, insults and jibes will not force people to change their minds about these taboos. In this country we've moved at least a 500 years in the last 30 years in our consciousness because of your dogged determination. People are now sensitized to the concept of alternate sexualities and the right of all people to be happy being themselves. But marriage?  Many people cannot wrap their minds around what you are suggesting. .  I propose that ALL unions in the US be termed civil unions. A national mandate, not state by state. Any two adults should be able to unite whether for love, for, sex, for financial stability or for fun. Let the government move out of 'the marriage business.'	Con	S	GM
comargGM	173arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	You will never change people's minds about the legitimacy of homosexuality and other sexual variations. These are strict taboos , especially that of male homosexuality, and have been since time out of mind - rightly or wrongly. Most people cannot even discuss this with you because the subject is so distasteful . Marriage came about before religion. It grew and developed within religion. Most  religions do not accept - cannot accept - anything other than heterosexuality. Thousands of cartoons, insults and jibes will not force people to change their minds about these taboos. In this country we've moved at least a 500 years in the last 30 years in our consciousness because of your dogged determination. People are now sensitized to the concept of alternate sexualities and the right of all people to be happy being themselves. But marriage?  Many people cannot wrap their minds around what you are suggesting. .  I propose that ALL unions in the US be termed civil unions. A national mandate, not state by state. Any two adults should be able to unite whether for love, for, sex, for financial stability or for fun. Let the government move out of 'the marriage business.'	Con	N	GM
comargGM	173arg7	Marriage should be between a man and a woman	Con	You will never change people's minds about the legitimacy of homosexuality and other sexual variations. These are strict taboos , especially that of male homosexuality, and have been since time out of mind - rightly or wrongly. Most people cannot even discuss this with you because the subject is so distasteful . Marriage came about before religion. It grew and developed within religion. Most  religions do not accept - cannot accept - anything other than heterosexuality. Thousands of cartoons, insults and jibes will not force people to change their minds about these taboos. In this country we've moved at least a 500 years in the last 30 years in our consciousness because of your dogged determination. People are now sensitized to the concept of alternate sexualities and the right of all people to be happy being themselves. But marriage?  Many people cannot wrap their minds around what you are suggesting. .  I propose that ALL unions in the US be termed civil unions. A national mandate, not state by state. Any two adults should be able to unite whether for love, for, sex, for financial stability or for fun. Let the government move out of 'the marriage business.'	Con	s	GM
comargGM	174arg1	Gay couples can declare their union without resort to marriage	Con	beacuse you should be able to love and be able to marry whoever you want if its the same sex or not	Pro	N	GM
comargGM	174arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	beacuse you should be able to love and be able to marry whoever you want if its the same sex or not	Pro	N	GM
comargGM	174arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	beacuse you should be able to love and be able to marry whoever you want if its the same sex or not	Pro	N	GM
comargGM	174arg4	It is discriminatory to refuse gay couples the right to marry	Pro	beacuse you should be able to love and be able to marry whoever you want if its the same sex or not	Pro	s	GM
comargGM	174arg5	Major world religions are against gay marriages	Con	beacuse you should be able to love and be able to marry whoever you want if its the same sex or not	Pro	N	GM
comargGM	174arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	beacuse you should be able to love and be able to marry whoever you want if its the same sex or not	Pro	N	GM
comargGM	174arg7	Marriage should be between a man and a woman	Con	beacuse you should be able to love and be able to marry whoever you want if its the same sex or not	Pro	A	GM
comargGM	175arg1	Gay couples can declare their union without resort to marriage	Con	first let me say that our government should make no laws for nor against our bedroom preferences. This should never be a legal matter. I will soon be celebrating the 25th year of my SACRED wedding vows. Gay marrige is NOT sacerd.   Marriage is an institution for building families, and not for the soul purpose of tax credits or bed room choices.Ggay marriage is no more legitement than a pedifile wanting to marry a 10 yr. boy.  I have no problem with homosexuality,nor love of all human kind, but bed room choices are best left to the ideals of each individual and not the misgivings of politians.I do not think that homosexuals fully understand  that if it were not for their hetrosexual mother AND father that they would not even exist to create this discusion.  If you choose to be gay thats fine with me, Just don`t belittle my 24 yr wedding vows by forcing your opions on me.	Con	N	GM
comargGM	175arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	first let me say that our government should make no laws for nor against our bedroom preferences. This should never be a legal matter. I will soon be celebrating the 25th year of my SACRED wedding vows. Gay marrige is NOT sacerd.   Marriage is an institution for building families, and not for the soul purpose of tax credits or bed room choices.Ggay marriage is no more legitement than a pedifile wanting to marry a 10 yr. boy.  I have no problem with homosexuality,nor love of all human kind, but bed room choices are best left to the ideals of each individual and not the misgivings of politians.I do not think that homosexuals fully understand  that if it were not for their hetrosexual mother AND father that they would not even exist to create this discusion.  If you choose to be gay thats fine with me, Just don`t belittle my 24 yr wedding vows by forcing your opions on me.	Con	N	GM
comargGM	175arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	first let me say that our government should make no laws for nor against our bedroom preferences. This should never be a legal matter. I will soon be celebrating the 25th year of my SACRED wedding vows. Gay marrige is NOT sacerd.   Marriage is an institution for building families, and not for the soul purpose of tax credits or bed room choices.Ggay marriage is no more legitement than a pedifile wanting to marry a 10 yr. boy.  I have no problem with homosexuality,nor love of all human kind, but bed room choices are best left to the ideals of each individual and not the misgivings of politians.I do not think that homosexuals fully understand  that if it were not for their hetrosexual mother AND father that they would not even exist to create this discusion.  If you choose to be gay thats fine with me, Just don`t belittle my 24 yr wedding vows by forcing your opions on me.	Con	N	GM
comargGM	175arg4	It is discriminatory to refuse gay couples the right to marry	Pro	first let me say that our government should make no laws for nor against our bedroom preferences. This should never be a legal matter. I will soon be celebrating the 25th year of my SACRED wedding vows. Gay marrige is NOT sacerd.   Marriage is an institution for building families, and not for the soul purpose of tax credits or bed room choices.Ggay marriage is no more legitement than a pedifile wanting to marry a 10 yr. boy.  I have no problem with homosexuality,nor love of all human kind, but bed room choices are best left to the ideals of each individual and not the misgivings of politians.I do not think that homosexuals fully understand  that if it were not for their hetrosexual mother AND father that they would not even exist to create this discusion.  If you choose to be gay thats fine with me, Just don`t belittle my 24 yr wedding vows by forcing your opions on me.	Con	a	GM
comargGM	175arg5	Major world religions are against gay marriages	Con	first let me say that our government should make no laws for nor against our bedroom preferences. This should never be a legal matter. I will soon be celebrating the 25th year of my SACRED wedding vows. Gay marrige is NOT sacerd.   Marriage is an institution for building families, and not for the soul purpose of tax credits or bed room choices.Ggay marriage is no more legitement than a pedifile wanting to marry a 10 yr. boy.  I have no problem with homosexuality,nor love of all human kind, but bed room choices are best left to the ideals of each individual and not the misgivings of politians.I do not think that homosexuals fully understand  that if it were not for their hetrosexual mother AND father that they would not even exist to create this discusion.  If you choose to be gay thats fine with me, Just don`t belittle my 24 yr wedding vows by forcing your opions on me.	Con	N	GM
comargGM	175arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	first let me say that our government should make no laws for nor against our bedroom preferences. This should never be a legal matter. I will soon be celebrating the 25th year of my SACRED wedding vows. Gay marrige is NOT sacerd.   Marriage is an institution for building families, and not for the soul purpose of tax credits or bed room choices.Ggay marriage is no more legitement than a pedifile wanting to marry a 10 yr. boy.  I have no problem with homosexuality,nor love of all human kind, but bed room choices are best left to the ideals of each individual and not the misgivings of politians.I do not think that homosexuals fully understand  that if it were not for their hetrosexual mother AND father that they would not even exist to create this discusion.  If you choose to be gay thats fine with me, Just don`t belittle my 24 yr wedding vows by forcing your opions on me.	Con	a	GM
comargGM	175arg7	Marriage should be between a man and a woman	Con	first let me say that our government should make no laws for nor against our bedroom preferences. This should never be a legal matter. I will soon be celebrating the 25th year of my SACRED wedding vows. Gay marrige is NOT sacerd.   Marriage is an institution for building families, and not for the soul purpose of tax credits or bed room choices.Ggay marriage is no more legitement than a pedifile wanting to marry a 10 yr. boy.  I have no problem with homosexuality,nor love of all human kind, but bed room choices are best left to the ideals of each individual and not the misgivings of politians.I do not think that homosexuals fully understand  that if it were not for their hetrosexual mother AND father that they would not even exist to create this discusion.  If you choose to be gay thats fine with me, Just don`t belittle my 24 yr wedding vows by forcing your opions on me.	Con	S	GM
comargGM	176arg1	Gay couples can declare their union without resort to marriage	Con	gay marriage is a hate crime	Con	N	GM
comargGM	176arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	gay marriage is a hate crime	Con	N	GM
comargGM	176arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	gay marriage is a hate crime	Con	N	GM
comargGM	176arg4	It is discriminatory to refuse gay couples the right to marry	Pro	gay marriage is a hate crime	Con	N	GM
comargGM	176arg5	Major world religions are against gay marriages	Con	gay marriage is a hate crime	Con	N	GM
comargGM	176arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	gay marriage is a hate crime	Con	N	GM
comargGM	176arg7	Marriage should be between a man and a woman	Con	gay marriage is a hate crime	Con	N	GM
comargGM	177arg1	Gay couples can declare their union without resort to marriage	Con	gay marriage is just not cool man god made adam and eve not adam and steve	Con	N	GM
comargGM	177arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	gay marriage is just not cool man god made adam and eve not adam and steve	Con	N	GM
comargGM	177arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	gay marriage is just not cool man god made adam and eve not adam and steve	Con	N	GM
comargGM	177arg4	It is discriminatory to refuse gay couples the right to marry	Pro	gay marriage is just not cool man god made adam and eve not adam and steve	Con	a	GM
comargGM	177arg5	Major world religions are against gay marriages	Con	gay marriage is just not cool man god made adam and eve not adam and steve	Con	s	GM
comargGM	177arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	gay marriage is just not cool man god made adam and eve not adam and steve	Con	N	GM
comargGM	177arg7	Marriage should be between a man and a woman	Con	gay marriage is just not cool man god made adam and eve not adam and steve	Con	S	GM
comargGM	178arg1	Gay couples can declare their union without resort to marriage	Con	god made a man and a women to to be first on this earth!	Con	N	GM
comargGM	178arg2	Gay couples should be able to take advantage of the fiscal and legal benefits of marriage	Pro	god made a man and a women to to be first on this earth!	Con	N	GM
comargGM	178arg3	Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates	Con	god made a man and a women to to be first on this earth!	Con	N	GM
comargGM	178arg4	It is discriminatory to refuse gay couples the right to marry	Pro	god made a man and a women to to be first on this earth!	Con	N	GM
comargGM	178arg5	Major world religions are against gay marriages	Con	god made a man and a women to to be first on this earth!	Con	s	GM
comargGM	178arg6	Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.	Pro	god made a man and a women to to be first on this earth!	Con	N	GM
comargGM	178arg7	Marriage should be between a man and a woman	Con	god made a man and a women to to be first on this earth!	Con	s	GM
